Date,open,high,low,close,Volume,RSI,MACD,OnBalanceVolume,silver_mean,sp500_mean,vix_mean,gold_mean
10/07/21,33818.86875,34261.9425,33032.0975,33514.9875,64038168.21,45.15899811,-848.0497954,-1818479270,,,,
11/07/21,33514.20125,34615.87625,33316.46,34261.63875,59414897.93,47.90016936,-761.8669945,-1759064372,26.107,,,1806.375
12/07/21,34262.1775,34687.14125,32646.2575,33090.91,84586282.44,44.17168916,-779.0540794,-1843650655,26.0815,4378.525,16.505,1807.55
13-07-2021,33090.67125,33337.90625,32198.5725,32727.18125,71332547.34,43.05049776,-812.6570339,-1914983202,26.0545,4373.435,16.75,1815.4
14-07-2021,32728.49625,33137.665,31575.03875,32817.645,85097306.71,43.43495422,-822.5066047,-1829885895,26.28,4377.21,16.83,1828.03
15-07-2021,32822.2475,33184.505,31140.44625,31873.72625,83056017.61,40.37169178,-896.148572,-1912941913,25.991,4364.53,16.85,1820.62
16-07-2021,31879.5925,32245.27125,31030.7275,31386.77875,66462722.93,38.849428,-982.4775656,-1979404636,,4347.29,17.62,
17-07-2021,31384.55,31953.20125,31173.28625,31516.6775,51644441.07,39.50450922,-1028.555622,-1927760195,,,,
18-07-2021,31516.28125,32442.18,31109.03375,31780.52875,60749598.07,40.89043309,-1031.88727,-1867010597,25.7065,,,1810.755
19-07-2021,31782.425,31894.33875,30412.25875,30836.5225,69331722.12,37.57456187,-1098.043477,-1936342319,25.031,4277.445,21.05,1810.025
20-07-2021,30837.4375,31057.08375,29282.24875,29785.87875,102823083.6,34.24606955,-1221.173985,-2039165403,25.3735,4294.08,20.305,1807.215
21-07-2021,29785.41125,32841.14625,29487.3325,32139.97375,138231855.9,45.82577073,-1115.936189,-1900933547,25.342,4344.905,18.815,1804.985
22-07-2021,32139.06375,32597.335,31719.6375,32293.4675,64788626.31,46.487626,-1008.523187,-1836144920,25.277,4364.38,17.635,1804.495
23-07-2021,32296.0025,33641.60875,31970.665,33636.47,62611645.17,52.01091135,-805.7404575,-1773533275,,4396.5,17.085,
